,date,pH,electrical_conductivity_dS_m,nitrate_input_mg_L,fertilizer_kg_ha,manure_kg_ha,ammonium_mg_L,chloride_mg_L,crop_type,livestock_density_LU_ha,urbanization,soil_type,aquifer_type,permeability_m_day,groundwater_level_cm,precipitation_mm,drought_days,evaporation_mm,nitrate_groundwater_mg_L,Aluminum (AL),Arsenic (AS),Barium (BA),Calcium (CA),Cadmium (CD),Chloride (CL),Copper (CU),Electrical Conductivity (EC),pH (Lab),Potassium (K),Magnesium (MG),Manganese (MN),Sodium (NA),Ammonium (NH4-N),Nitrate (NO3-N),Total Phosphorus (PTOT-P),Phosphate (PO4-P),Lead (PB),Zinc (ZN),sunlight_hours,humidity_percent,temperature_celsius
13243,2022-04-20,6.58,1.24,35.28,136.77,187.63,5.5,33.9,potatoes,4.63,low,clay,confined,8.41,92.96,67.33,39,79.88,20.41,10.0,0.2,29.69,75.566,0.05,14.658,0.5,45.9,7.23,1.087,6.102,0.1,14.515,0.207,0.029,0.214,,0.2,4.0,7.47,73.78,13.21
13244,2022-02-20,6.46,1.17,54.85,115.18,82.22,4.72,68.49,wheat,1.39,medium,loess,confined,3.03,99.07,94.59,10,75.19,10.93,,,,,,,,,,,,,,,,,,,,2.12,87.61,0.74
13245,2024-01-26,6.02,1.04,26.15,219.9,64.95,4.4,53.62,potatoes,3.23,medium,clay,confined,9.33,79.62,85.96,9,67.11,19.79,,,,,,,,,,,,,,,,,,,,2.5,89.44,3.05
13246,2024-04-01,5.82,0.95,15.97,137.89,60.44,5.3,48.67,maize,2.06,low,peat,confined,8.65,122.18,88.19,47,55.38,7.47,,,,,,,,,,,,,,,,,,,,5.99,79.75,8.34
13247,2023-10-24,6.47,1.36,15.79,152.93,119.07,4.17,57.35,wheat,1.15,low,clay,confined,1.23,112.14,84.97,14,59.12,18.93,,,,,,,,,,,,,,,,,,,,5.74,83.69,9.7
13248,2024-08-20,6.34,0.89,62.99,189.79,56.38,5.14,88.64,wheat,0.96,low,clay,unconfined,7.04,151.92,86.99,34,72.56,21.63,,,,,,,,,,,,,,,,,,,,8.94,59.12,23.47
13249,2022-11-28,5.69,1.11,25.15,75.51,85.07,4.9,15.09,potatoes,0.49,low,clay,unconfined,3.21,80.41,58.93,37,66.45,5.7,,,,,,,,,,,,,,,,,,,,3.88,85.06,10.29
13250,2023-12-30,5.6,0.76,28.96,148.87,88.59,2.1,43.8,sugar beet,4.24,medium,clay,confined,3.48,111.76,60.76,43,59.24,16.0,,,,,,,,,,,,,,,,,,,,2.2,90.03,3.24
13251,2022-01-09,4.96,0.8,52.69,189.63,162.26,3.94,-11.53,grass,0.06,low,peat,confined,4.93,122.79,80.46,47,71.65,14.05,,,,,,,,,,,,,,,,,,,,1.84,92.54,2.78
13252,2024-05-12,6.08,0.93,26.02,145.43,147.71,4.48,60.13,grass,4.97,low,clay,unconfined,1.45,66.64,57.76,4,91.33,18.56,,,,,,,,,,,,,,,,,,,,5.9,70.94,9.6
13253,2024-08-28,5.96,0.76,5.9,84.83,38.53,8.72,71.74,grass,4.82,medium,clay,unconfined,9.3,110.96,42.22,30,88.52,4.54,,,,,,,,,,,,,,,,,,,,8.02,56.64,19.1
13254,2022-06-18,6.57,1.24,8.37,125.88,163.39,4.68,43.87,potatoes,2.65,high,sand,unconfined,9.64,141.55,75.45,12,64.12,11.24,,,,,,,,,,,,,,,,,,,,11.43,52.91,19.87
13255,2021-07-13,6.18,0.6,38.86,159.45,51.35,5.55,63.06,sugar beet,3.71,low,sand,unconfined,1.52,92.9,46.76,37,70.89,10.35,35.511,1.542,261.491,28.395,0.05,474.583,0.607,174.6,4.51,5.351,18.646,0.445,249.227,2.474,0.029,0.05,,1.343,17.094,8.16,63.22,24.98
13256,2021-07-13,6.18,0.6,38.86,159.45,51.35,5.55,63.06,sugar beet,3.71,low,sand,unconfined,1.52,92.9,46.76,37,70.89,10.35,10.0,0.2,35.89,31.827,0.05,27.736,0.5,32.4,6.49,1.754,5.469,0.31,17.716,0.579,0.029,0.228,,0.2,4.0,11.67,53.55,19.69
13257,2021-07-13,6.18,0.6,38.86,159.45,51.35,5.55,63.06,sugar beet,3.71,low,sand,unconfined,1.52,92.9,46.76,37,70.89,10.35,10.0,0.823,36.602,32.08,0.05,28.217,0.5,32.4,6.48,1.781,5.642,0.314,18.605,0.577,0.029,0.243,,0.2,4.0,8.82,61.0,21.82
13258,2021-07-13,6.18,0.6,38.86,159.45,51.35,5.55,63.06,sugar beet,3.71,low,sand,unconfined,1.52,92.9,46.76,37,70.89,10.35,118.348,0.45,24.934,6.7,0.05,26.015,0.5,18.7,5.66,1.858,1.472,0.04,23.26,4.2,0.029,0.05,,0.2,4.0,9.24,52.97,22.98
13259,2021-07-13,6.18,0.6,38.86,159.45,51.35,5.55,63.06,sugar beet,3.71,low,sand,unconfined,1.52,92.9,46.76,37,70.89,10.35,19.652,0.203,53.146,8.338,0.05,29.511,0.5,25.1,5.65,2.799,3.577,0.104,21.402,3.82,0.029,0.074,,0.2,4.0,10.45,59.11,22.29
13260,2021-07-13,6.18,0.6,38.86,159.45,51.35,5.55,63.06,sugar beet,3.71,low,sand,unconfined,1.52,92.9,46.76,37,70.89,10.35,87.522,0.916,153.94,55.496,0.05,39.858,0.5,78.6,6.52,20.46,12.264,0.201,101.45,0.679,0.029,0.346,,0.2,4.0,9.74,51.65,22.25
13261,2021-07-13,6.18,0.6,38.86,159.45,51.35,5.55,63.06,sugar beet,3.71,low,sand,unconfined,1.52,92.9,46.76,37,70.89,10.35,10.0,0.742,44.487,6.7,0.05,13.917,0.5,26.1,5.68,2.022,1.59,0.091,23.962,2.927,0.147,0.216,,0.2,8.615,8.84,57.68,21.66
13262,2021-07-13,6.18,0.6,38.86,159.45,51.35,5.55,63.06,sugar beet,3.71,low,sand,unconfined,1.52,92.9,46.76,37,70.89,10.35,10.0,0.937,45.666,6.7,0.05,14.021,0.5,26.2,5.69,2.082,1.592,0.091,24.038,2.998,0.152,0.274,,0.2,8.922,10.7,56.07,24.68
13263,2021-07-13,6.18,0.6,38.86,159.45,51.35,5.55,63.06,sugar beet,3.71,low,sand,unconfined,1.52,92.9,46.76,37,70.89,10.35,12.113,0.268,50.259,6.7,0.05,27.894,0.5,30.4,5.85,2.177,2.943,0.171,29.486,3.012,0.029,0.126,,0.2,4.0,9.64,54.34,24.92
13264,2023-12-28,6.67,1.03,49.95,44.66,106.41,9.3,19.28,potatoes,2.29,low,peat,unconfined,2.13,99.44,84.85,29,57.03,15.11,,,,,,,,,,,,,,,,,,,,1.55,85.95,0.79
13265,2023-04-13,5.65,1.04,35.96,82.37,66.62,1.84,59.57,grass,1.1,medium,loess,unconfined,0.31,93.73,52.45,7,90.9,15.18,2170.282,0.544,94.032,78.258,2.884,44.926,60.321,92.9,4.55,45.582,23.627,0.116,28.619,0.366,47.999,0.05,,25.894,331.238,5.51,81.83,8.36
13266,2023-04-13,5.65,1.04,35.96,82.37,66.62,1.84,59.57,grass,1.1,medium,loess,unconfined,0.31,93.73,52.45,7,90.9,15.18,10.0,0.446,88.431,121.898,0.05,39.1,0.5,88.9,6.83,1.775,14.639,0.722,54.312,1.207,0.029,0.218,,0.2,4.0,8.14,84.98,14.71
13267,2023-04-13,5.65,1.04,35.96,82.37,66.62,1.84,59.57,grass,1.1,medium,loess,unconfined,0.31,93.73,52.45,7,90.9,15.18,10.0,3.469,109.707,113.959,0.05,76.778,0.5,86.6,6.83,1.845,11.631,1.115,49.7,1.353,0.029,0.191,,0.2,4.0,7.4,67.95,12.22
13268,2023-04-13,5.65,1.04,35.96,82.37,66.62,1.84,59.57,grass,1.1,medium,loess,unconfined,0.31,93.73,52.45,7,90.9,15.18,1127.794,0.2,24.427,18.82,0.868,71.307,3.957,50.0,5.18,2.171,0.947,0.126,77.454,0.047,2.812,0.05,,0.2,453.765,8.25,70.96,13.13
13269,2023-04-13,5.65,1.04,35.96,82.37,66.62,1.84,59.57,grass,1.1,medium,loess,unconfined,0.31,93.73,52.45,7,90.9,15.18,61.292,0.803,11.815,6.7,0.05,5.071,0.5,9.3,5.43,1.503,0.963,0.065,7.812,0.287,0.029,0.113,,0.2,9.357,6.2,84.4,8.27
13270,2023-04-13,5.65,1.04,35.96,82.37,66.62,1.84,59.57,grass,1.1,medium,loess,unconfined,0.31,93.73,52.45,7,90.9,15.18,10.0,6.082,149.793,42.638,0.05,43.88,0.5,53.2,6.01,17.119,13.386,0.22,33.211,0.094,0.029,0.05,,0.2,5.297,6.67,80.63,8.16
13271,2021-10-01,6.57,0.46,48.61,248.68,84.47,1.93,99.09,grass,3.7,low,clay,confined,2.59,96.15,71.05,27,98.95,15.99,,,,,,,,,,,,,,,,,,,,5.86,77.88,8.17
13272,2022-11-04,5.74,0.87,7.74,174.23,60.78,3.44,42.36,grass,2.24,low,loess,unconfined,6.81,106.76,99.73,45,78.84,3.68,,,,,,,,,,,,,,,,,,,,4.41,79.03,12.07
13273,2024-12-28,6.39,1.08,9.09,224.17,167.02,4.33,58.35,sugar beet,4.33,low,clay,unconfined,5.97,121.65,99.62,58,67.88,13.69,,,,,,,,,,,,,,,,,,,,1.61,90.84,4.48
13274,2020-01-11,5.27,1.13,85.08,193.32,94.4,4.54,38.2,maize,4.3,medium,peat,unconfined,6.12,41.62,82.59,29,61.24,21.66,,,,,,,,,,,,,,,,,,,,2.01,91.92,4.03
13275,2023-06-22,6.12,0.94,64.66,169.7,109.02,3.98,53.52,grass,4.79,low,clay,unconfined,2.07,109.72,106.71,46,58.64,12.38,,,,,,,,,,,,,,,,,,,,10.76,66.55,24.69
13276,2021-09-03,5.01,1.2,55.38,134.55,57.11,2.53,72.16,grass,3.49,medium,sand,unconfined,4.17,122.85,115.84,19,69.08,8.28,,,,,,,,,,,,,,,,,,,,3.34,76.22,8.33
13277,2021-12-08,5.87,0.97,26.81,169.06,43.4,6.95,61.98,sugar beet,2.46,low,clay,unconfined,8.15,76.12,113.98,45,59.18,7.05,,,,,,,,,,,,,,,,,,,,2.48,92.6,1.21
13278,2023-05-14,6.22,1.0,35.24,222.5,82.23,4.09,47.95,potatoes,2.8,high,peat,unconfined,2.7,122.26,69.78,39,34.45,10.7,,,,,,,,,,,,,,,,,,,,6.53,80.02,8.92
13279,2023-04-21,5.74,1.08,39.97,191.28,120.86,7.37,47.62,wheat,1.79,high,loess,confined,5.97,58.93,51.96,10,58.02,19.62,,,,,,,,,,,,,,,,,,,,7.67,84.31,10.88
13280,2021-01-03,5.47,1.28,66.29,158.34,95.14,2.97,25.97,wheat,3.3,low,sand,unconfined,2.7,154.26,76.54,28,86.02,16.7,,,,,,,,,,,,,,,,,,,,2.23,93.12,3.89
13281,2022-05-21,6.42,0.8,48.06,141.38,138.98,8.92,70.36,sugar beet,0.46,medium,peat,unconfined,4.89,58.52,87.5,14,77.92,22.07,,,,,,,,,,,,,,,,,,,,6.09,65.49,10.96
13282,2023-04-23,5.95,0.85,50.52,174.92,104.97,1.67,64.98,maize,4.96,low,peat,unconfined,7.74,56.79,124.41,43,93.04,11.08,,,,,,,,,,,,,,,,,,,,6.63,66.69,10.45
13283,2023-08-25,5.76,0.8,36.65,123.4,100.26,4.97,24.89,potatoes,0.32,medium,peat,unconfined,4.25,98.24,115.06,14,84.67,9.31,,,,,,,,,,,,,,,,,,,,9.48,60.27,20.36
13284,2021-08-14,6.02,0.9,55.85,174.92,121.4,3.0,53.52,grass,3.01,medium,peat,unconfined,7.71,113.19,59.76,26,45.28,23.22,,,,,,,,,,,,,,,,,,,,10.13,53.0,22.85
13285,2023-10-02,7.32,1.43,46.05,115.1,104.01,5.07,31.46,potatoes,1.45,low,sand,unconfined,2.84,92.16,97.2,43,79.34,13.14,,,,,,,,,,,,,,,,,,,,3.53,85.93,12.19
13286,2020-05-18,6.58,1.17,40.88,132.3,137.76,3.04,40.89,maize,4.11,low,clay,unconfined,4.36,63.69,19.11,53,68.7,17.66,494.001,4.384,133.849,6.749,0.05,25.424,0.5,20.7,5.26,3.409,5.358,0.067,15.859,2.76,0.029,0.072,,0.573,4.0,7.71,75.66,9.32
13287,2020-05-18,6.58,1.17,40.88,132.3,137.76,3.04,40.89,maize,4.11,low,clay,unconfined,4.36,63.69,19.11,53,68.7,17.66,25.929,0.2,5.604,8.982,0.05,61.47,0.5,43.0,6.68,5.35,7.98,0.237,30.092,2.398,0.029,0.05,,0.2,4.0,5.05,82.1,14.67
13288,2020-05-18,6.58,1.17,40.88,132.3,137.76,3.04,40.89,maize,4.11,low,clay,unconfined,4.36,63.69,19.11,53,68.7,17.66,172.233,0.27,33.06,6.7,0.05,27.886,0.5,17.1,5.55,1.831,2.045,0.079,18.234,3.405,0.029,0.073,,0.2,4.0,6.0,73.22,13.66
13289,2020-05-18,6.58,1.17,40.88,132.3,137.76,3.04,40.89,maize,4.11,low,clay,unconfined,4.36,63.69,19.11,53,68.7,17.66,20.3,0.2,20.342,21.854,0.05,17.772,0.5,23.4,6.01,1.533,2.414,0.421,13.878,2.61,0.029,0.529,,0.2,4.0,6.72,77.71,9.5
13290,2020-05-18,6.58,1.17,40.88,132.3,137.76,3.04,40.89,maize,4.11,low,clay,unconfined,4.36,63.69,19.11,53,68.7,17.66,10.0,0.243,24.983,78.338,0.05,49.137,0.5,56.7,7.06,7.213,7.324,0.332,28.247,2.271,0.029,0.539,,0.2,4.0,7.5,72.75,12.43
13291,2020-05-18,6.58,1.17,40.88,132.3,137.76,3.04,40.89,maize,4.11,low,clay,unconfined,4.36,63.69,19.11,53,68.7,17.66,10.0,0.82,80.963,148.712,0.05,156.172,0.5,149.4,6.71,10.408,55.429,3.424,105.906,5.718,0.029,2.291,,0.2,4.0,6.0,83.91,9.92
13292,2020-05-18,6.58,1.17,40.88,132.3,137.76,3.04,40.89,maize,4.11,low,clay,unconfined,4.36,63.69,19.11,53,68.7,17.66,10.0,0.2,54.561,73.419,0.05,219.629,0.5,160.6,7.32,5.966,23.435,0.052,273.49,0.198,0.029,0.302,,0.2,4.0,6.06,76.0,8.26
13293,2021-06-17,6.58,0.66,25.14,98.61,122.21,0.71,66.23,grass,3.15,medium,loess,unconfined,3.03,13.59,109.3,18,84.51,8.55,10.0,0.2,35.537,145.186,0.05,78.781,0.5,164.4,6.92,28.447,57.774,0.785,105.299,20.783,0.029,4.831,,0.2,4.0,9.09,52.79,21.1
13294,2021-06-17,6.58,0.66,25.14,98.61,122.21,0.71,66.23,grass,3.15,medium,loess,unconfined,3.03,13.59,109.3,18,84.51,8.55,10.0,0.372,76.393,51.92,0.05,269.729,0.5,195.6,7.3,32.498,41.602,0.501,293.418,14.974,0.029,5.905,,0.2,4.0,11.26,64.28,19.66
13295,2021-06-17,6.58,0.66,25.14,98.61,122.21,0.71,66.23,grass,3.15,medium,loess,unconfined,3.03,13.59,109.3,18,84.51,8.55,10.0,0.492,84.178,64.493,0.05,301.977,0.5,179.7,7.32,36.212,67.309,0.411,197.608,9.306,0.029,7.795,,0.2,4.0,9.46,62.24,21.94
13296,2021-06-17,6.58,0.66,25.14,98.61,122.21,0.71,66.23,grass,3.15,medium,loess,unconfined,3.03,13.59,109.3,18,84.51,8.55,10.0,0.223,117.384,234.737,0.05,194.38,0.5,178.5,6.97,24.543,33.699,1.334,97.279,3.352,0.029,1.617,,0.2,4.0,11.58,63.35,22.59
13297,2021-06-17,6.58,0.66,25.14,98.61,122.21,0.71,66.23,grass,3.15,medium,loess,unconfined,3.03,13.59,109.3,18,84.51,8.55,10.0,7.609,31.622,158.912,0.05,58.504,0.5,96.7,6.98,3.346,9.049,0.265,32.046,0.694,0.029,0.783,,0.2,4.0,8.97,64.11,24.22
13298,2024-04-01,6.22,0.82,37.73,128.01,136.44,3.44,69.79,sugar beet,3.04,low,clay,confined,9.89,89.99,71.13,20,55.89,14.11,,,,,,,,,,,,,,,,,,,,5.44,66.83,8.96
13299,2022-03-11,6.08,1.11,18.41,115.81,128.66,8.19,64.22,sugar beet,3.74,low,peat,confined,8.38,47.55,41.91,58,70.02,0.4,,,,,,,,,,,,,,,,,,,,8.69,67.45,12.32
13300,2021-06-22,4.8,0.73,39.2,234.6,154.41,3.0,44.59,grass,0.59,medium,sand,unconfined,2.54,76.54,108.91,45,84.02,27.04,10.0,0.294,18.255,78.359,0.05,91.708,0.5,115.1,7.31,83.381,26.156,0.355,70.608,9.461,0.029,2.287,,0.2,4.0,11.42,68.73,20.25
13301,2021-06-22,4.8,0.73,39.2,234.6,154.41,3.0,44.59,grass,0.59,medium,sand,unconfined,2.54,76.54,108.91,45,84.02,27.04,10.0,0.2,14.163,124.431,0.05,64.45,0.5,114.3,7.01,20.75,37.411,0.722,50.093,11.492,0.029,2.24,,0.2,4.0,9.04,68.27,20.9
13302,2021-06-22,4.8,0.73,39.2,234.6,154.41,3.0,44.59,grass,0.59,medium,sand,unconfined,2.54,76.54,108.91,45,84.02,27.04,10.0,0.2,4.523,39.982,0.05,240.294,0.5,156.2,7.81,35.32,41.007,0.03,220.635,10.392,0.029,3.356,,0.2,4.0,8.9,58.09,23.89
13303,2021-06-22,4.8,0.73,39.2,234.6,154.41,3.0,44.59,grass,0.59,medium,sand,unconfined,2.54,76.54,108.91,45,84.02,27.04,10.0,1.349,53.781,160.076,0.05,49.519,0.5,104.2,7.04,23.628,14.629,0.598,33.396,0.316,0.029,0.459,,0.2,4.0,11.19,58.43,21.33
13304,2024-02-19,5.66,0.78,41.78,105.28,133.16,6.02,59.21,grass,1.56,low,sand,confined,1.93,106.75,68.93,16,75.85,17.34,,,,,,,,,,,,,,,,,,,,1.51,93.99,2.46
13305,2023-06-22,5.76,1.4,0.0,169.24,169.9,5.01,34.55,sugar beet,2.53,medium,loess,unconfined,6.27,52.32,91.98,35,66.41,3.37,,,,,,,,,,,,,,,,,,,,8.07,63.88,19.53
13306,2020-04-06,5.06,0.82,35.39,102.66,78.35,4.09,65.06,maize,1.6,high,clay,confined,2.08,90.43,118.71,32,58.14,10.29,,,,,,,,,,,,,,,,,,,,5.69,76.21,10.14
13307,2023-09-03,5.42,1.29,16.48,152.34,133.39,9.09,49.63,maize,0.55,medium,peat,unconfined,1.62,127.1,97.89,54,83.02,16.48,,,,,,,,,,,,,,,,,,,,4.11,77.81,9.01
13308,2020-05-15,5.01,1.38,49.97,164.5,44.77,4.37,40.5,sugar beet,1.55,low,peat,unconfined,0.74,109.15,102.12,2,93.23,16.8,10.0,0.539,1285.088,704.447,0.05,16850.141,0.5,4210.0,6.89,138.012,962.026,1.281,8600.0,65.699,7.592,2.931,,0.2,4.0,6.36,82.49,14.52
13309,2020-05-15,5.01,1.38,49.97,164.5,44.77,4.37,40.5,sugar beet,1.55,low,peat,unconfined,0.74,109.15,102.12,2,93.23,16.8,10.0,0.667,68.813,103.168,0.05,33.623,0.5,62.8,6.79,1.357,9.88,0.584,22.503,3.771,0.029,0.344,,0.2,4.0,8.21,74.74,9.01
13310,2020-05-15,5.01,1.38,49.97,164.5,44.77,4.37,40.5,sugar beet,1.55,low,peat,unconfined,0.74,109.15,102.12,2,93.23,16.8,73.832,1.145,40.412,45.003,0.05,195.489,0.5,98.7,6.37,2.103,4.155,0.282,165.662,4.352,0.029,0.4,,0.2,14.077,5.96,80.13,13.54
13311,2020-05-15,5.01,1.38,49.97,164.5,44.77,4.37,40.5,sugar beet,1.55,low,peat,unconfined,0.74,109.15,102.12,2,93.23,16.8,10.0,0.483,70.401,59.0,0.05,136.794,0.5,87.0,6.93,7.226,36.152,0.123,67.366,3.816,0.029,0.281,,0.2,4.0,6.43,66.05,9.3
13312,2020-05-15,5.01,1.38,49.97,164.5,44.77,4.37,40.5,sugar beet,1.55,low,peat,unconfined,0.74,109.15,102.12,2,93.23,16.8,13.435,0.342,61.467,53.645,0.05,48.822,0.5,74.0,7.35,20.858,37.799,0.205,47.26,3.5,0.029,0.801,,0.2,4.0,6.36,69.16,12.78
13313,2020-05-15,5.01,1.38,49.97,164.5,44.77,4.37,40.5,sugar beet,1.55,low,peat,unconfined,0.74,109.15,102.12,2,93.23,16.8,10.0,0.255,118.508,198.319,0.05,363.743,0.5,176.1,6.75,4.245,13.514,0.984,173.976,3.465,0.029,0.253,,0.2,4.0,7.86,79.68,13.02
13314,2022-08-18,5.98,0.78,52.74,57.44,137.88,5.34,35.42,potatoes,2.29,low,loess,confined,3.46,97.41,117.03,38,86.38,13.37,,,,,,,,,,,,,,,,,,,,8.6,63.9,18.86
13315,2022-04-03,6.41,0.73,31.47,80.11,102.26,5.17,63.57,maize,0.74,medium,peat,unconfined,2.91,141.07,111.34,43,70.7,13.5,,,,,,,,,,,,,,,,,,,,7.79,78.93,12.52
13316,2023-07-18,6.55,0.92,50.98,102.27,137.47,8.15,47.26,maize,3.31,low,sand,unconfined,1.64,105.52,103.38,55,67.61,13.42,10.0,0.255,32.382,93.432,0.05,17.057,0.5,55.8,7.24,0.53,7.874,0.361,12.993,0.146,0.029,0.062,,0.2,4.0,9.42,61.05,19.05
13317,2023-07-18,6.55,0.92,50.98,102.27,137.47,8.15,47.26,maize,3.31,low,sand,unconfined,1.64,105.52,103.38,55,67.61,13.42,10.0,3.885,97.723,142.543,0.05,38.278,0.5,82.5,7.06,0.902,8.719,0.305,21.977,0.515,0.029,0.17,,0.2,4.0,9.03,67.74,18.17
13318,2023-07-18,6.55,0.92,50.98,102.27,137.47,8.15,47.26,maize,3.31,low,sand,unconfined,1.64,105.52,103.38,55,67.61,13.42,10.0,0.322,40.132,94.593,0.05,40.921,0.5,62.9,7.22,0.64,10.49,0.279,19.262,0.351,0.029,0.128,,0.2,4.0,11.64,59.62,18.7
13319,2023-07-18,6.55,0.92,50.98,102.27,137.47,8.15,47.26,maize,3.31,low,sand,unconfined,1.64,105.52,103.38,55,67.61,13.42,10.0,5.694,113.758,100.135,0.05,82.95,0.5,84.2,7.09,4.967,7.581,1.396,66.296,1.543,0.029,1.22,,0.2,4.0,10.01,68.42,23.09
13320,2023-07-18,6.55,0.92,50.98,102.27,137.47,8.15,47.26,maize,3.31,low,sand,unconfined,1.64,105.52,103.38,55,67.61,13.42,10.0,0.219,3.969,20.424,0.05,3.894,0.5,14.0,8.57,0.53,2.635,0.004,4.3,0.047,0.308,0.05,,0.2,4.0,8.97,58.65,23.62
13321,2023-07-18,6.55,0.92,50.98,102.27,137.47,8.15,47.26,maize,3.31,low,sand,unconfined,1.64,105.52,103.38,55,67.61,13.42,10.0,3.122,33.754,65.819,0.05,21.399,0.5,40.9,7.38,1.296,4.605,0.764,10.826,0.314,0.029,0.05,,0.2,4.0,8.5,50.81,19.93
13322,2023-07-18,6.55,0.92,50.98,102.27,137.47,8.15,47.26,maize,3.31,low,sand,unconfined,1.64,105.52,103.38,55,67.61,13.42,10.0,0.2,24.659,41.074,0.05,17.415,0.5,29.8,6.78,2.042,4.378,0.004,11.11,0.047,4.112,0.05,,0.2,4.0,9.75,64.23,19.44
13323,2023-10-26,6.21,0.67,51.82,84.84,167.18,2.0,40.21,maize,0.36,medium,clay,confined,7.87,84.12,34.25,6,48.11,11.78,,,,,,,,,,,,,,,,,,,,3.26,86.75,12.3
13324,2022-06-20,5.52,1.04,35.41,154.2,132.04,9.49,40.13,wheat,4.46,low,peat,confined,0.52,137.36,127.28,41,63.79,17.38,,,,,,,,,,,,,,,,,,,,11.44,61.44,20.32
13325,2022-11-12,5.03,0.94,70.69,162.13,83.49,8.04,25.13,wheat,1.81,low,clay,unconfined,9.14,78.28,77.6,28,54.9,14.53,,,,,,,,,,,,,,,,,,,,5.11,88.34,12.97
13326,2023-07-22,5.12,1.11,25.5,96.85,56.48,5.8,53.33,grass,1.79,low,sand,unconfined,7.07,31.8,82.85,22,40.74,11.79,,,,,,,,,,,,,,,,,,,,9.81,67.87,20.23
13327,2024-09-04,5.37,1.42,69.43,156.21,121.44,6.24,55.75,maize,1.05,low,peat,unconfined,3.69,118.77,70.75,59,50.37,18.97,,,,,,,,,,,,,,,,,,,,3.55,85.77,12.47
13328,2021-07-04,5.56,1.25,35.5,128.8,88.56,4.54,20.37,wheat,2.41,medium,clay,unconfined,7.64,74.33,40.98,51,41.44,14.53,,,,,,,,,,,,,,,,,,,,9.54,52.31,21.41
13329,2024-01-19,5.92,1.15,23.13,145.03,126.54,5.3,28.48,maize,4.16,medium,peat,unconfined,3.98,67.35,106.9,50,86.07,17.36,,,,,,,,,,,,,,,,,,,,2.33,89.28,2.56
13330,2023-11-30,5.49,0.41,32.97,118.58,79.73,5.84,17.04,maize,2.93,low,peat,unconfined,8.58,107.38,99.31,16,90.4,18.53,,,,,,,,,,,,,,,,,,,,4.11,89.3,11.73
13331,2022-01-22,6.17,1.13,18.01,174.38,62.82,3.18,74.09,grass,4.05,medium,sand,unconfined,2.71,119.95,59.22,15,75.28,12.93,,,,,,,,,,,,,,,,,,,,2.61,87.89,3.08
13332,2024-12-25,5.88,1.52,55.69,231.75,90.33,8.04,62.37,sugar beet,4.84,low,peat,unconfined,3.58,105.68,93.01,41,72.87,17.82,,,,,,,,,,,,,,,,,,,,2.82,85.32,1.34
13333,2024-08-12,6.01,0.1,7.94,188.72,120.04,5.45,72.08,sugar beet,3.13,high,sand,unconfined,5.52,40.05,63.42,7,74.27,12.29,,,,,,,,,,,,,,,,,,,,8.8,53.03,18.05
13334,2020-07-22,6.57,1.21,67.79,219.67,104.89,5.28,82.41,maize,0.84,medium,sand,unconfined,8.9,74.61,89.43,44,77.47,24.89,10.0,2.249,46.614,77.722,0.05,20.914,0.5,48.8,7.07,1.595,6.319,1.256,11.96,0.534,0.029,0.075,,0.2,4.0,9.55,54.58,23.41
13335,2020-07-22,6.57,1.21,67.79,219.67,104.89,5.28,82.41,maize,0.84,medium,sand,unconfined,8.9,74.61,89.43,44,77.47,24.89,84.424,0.456,32.714,6.7,0.059,8.936,1.479,10.0,5.67,5.426,1.165,0.038,5.767,0.822,2.063,0.05,,0.2,4.0,9.87,69.81,20.14
13336,2020-07-22,6.57,1.21,67.79,219.67,104.89,5.28,82.41,maize,0.84,medium,sand,unconfined,8.9,74.61,89.43,44,77.47,24.89,10.0,0.889,221.055,96.835,0.05,12.903,0.5,57.6,7.11,1.237,9.16,1.784,8.904,0.538,0.029,0.153,,0.2,39.375,8.68,58.17,22.84
13337,2020-07-22,6.57,1.21,67.79,219.67,104.89,5.28,82.41,maize,0.84,medium,sand,unconfined,8.9,74.61,89.43,44,77.47,24.89,10.0,0.2,5.578,19.596,0.05,6.413,0.5,14.9,7.84,0.608,1.194,0.004,7.585,0.047,1.405,0.05,,0.2,4.0,9.19,69.61,24.73
13338,2020-07-22,6.57,1.21,67.79,219.67,104.89,5.28,82.41,maize,0.84,medium,sand,unconfined,8.9,74.61,89.43,44,77.47,24.89,10.0,0.34,10.636,29.098,0.05,13.329,0.5,22.2,7.51,0.762,1.98,0.004,8.053,0.047,5.741,0.05,,0.2,11.244,9.11,50.93,24.97
13339,2024-10-16,5.41,0.95,21.28,79.86,67.48,3.27,58.78,grass,1.51,medium,peat,confined,7.19,155.27,78.79,31,64.15,7.35,,,,,,,,,,,,,,,,,,,,3.08,79.4,11.82
13340,2024-02-21,6.21,0.75,56.73,116.21,172.02,7.34,48.8,wheat,3.31,low,clay,unconfined,7.63,108.63,18.62,23,61.26,20.26,,,,,,,,,,,,,,,,,,,,1.22,94.6,3.65
13341,2022-10-21,5.99,1.24,40.48,178.26,94.45,4.91,53.9,potatoes,3.91,low,sand,unconfined,2.0,78.8,114.78,31,82.15,16.21,,,,,,,,,,,,,,,,,,,,4.81,84.61,11.49
13342,2024-07-10,5.83,1.51,45.42,225.41,9.53,3.95,37.11,grass,3.27,low,sand,unconfined,3.88,123.08,121.09,16,67.14,22.53,,,,,,,,,,,,,,,,,,,,9.56,66.51,20.42
