date;pH;electrical_conductivity_dS_m;nitrate_input_mg_L;fertilizer_kg_ha;manure_kg_ha;ammonium_mg_L;chloride_mg_L;crop_type;livestock_density_LU_ha;urbanization;soil_type;aquifer_type;permeability_m_day;groundwater_level_cm;precipitation_mm;drought_days;evaporation_mm;nitrate_groundwater_mg_L
4-9-2020;5.95;0.87;44.07;150.83;-22.79;5.88;62.31;maize;4.16;medium;loess;unconfined;3.6;90.0;103.14;15;73.25;14.12
22-7-2024;6.8;0.86;49.18;73.02;13.07;5.27;74.42;grass;2.06;low;sand;unconfined;1.09;104.36;74.94;27;89.21;2.6
17-4-2020;5.93;1.13;29.89;97.44;94.68;8.74;35.09;wheat;1.29;medium;clay;confined;4.34;145.3;67.29;25;90.94;7.86
25-4-2023;6.15;0.97;50.52;117.0;152.64;5.66;45.97;wheat;1.02;low;peat;confined;4.14;102.82;52.79;10;54.92;17.33
11-12-2024;6.69;0.77;40.35;228.41;111.59;4.73;72.44;potatoes;1.73;high;peat;unconfined;6.92;76.31;80.41;6;64.52;19.06
11-1-2023;5.8;1.33;30.56;108.46;100.86;6.67;56.76;sugar beet;1.73;low;clay;unconfined;4.79;61.33;84.71;30;71.43;16.52
13-8-2024;7.02;1.04;35.08;147.21;122.95;2.54;15.99;grass;0.71;high;peat;unconfined;7.69;59.57;49.99;43;60.82;14.24
27-6-2021;7.0;1.13;38.04;97.97;67.68;4.56;14.33;potatoes;3.0;low;sand;unconfined;5.15;73.79;107.07;46;63.67;12.52
11-9-2022;5.93;0.48;11.09;111.18;151.09;5.52;40.22;wheat;0.41;medium;clay;unconfined;9.02;143.56;93.13;46;66.1;7.6
31-7-2023;5.71;0.27;27.27;77.95;95.86;6.44;61.04;grass;2.5;low;sand;unconfined;6.79;122.11;88.01;41;91.89;9.77
13-3-2023;6.35;0.57;41.3;183.52;34.68;5.48;60.67;grass;1.96;medium;loess;unconfined;8.85;128.18;82.97;35;60.85;16.77
14-9-2020;5.83;0.86;12.98;83.72;68.18;2.42;32.14;sugar beet;4.08;low;peat;unconfined;0.65;153.47;81.78;15;92.63;6.45
14-4-2021;5.42;1.17;27.6;195.35;114.76;3.23;63.27;grass;1.1;low;peat;confined;9.41;71.63;54.95;45;69.31;7.47
17-9-2020;6.64;0.3;87.69;173.39;88.41;4.14;55.04;grass;2.8;medium;clay;unconfined;0.49;86.03;66.86;55;65.85;25.59
24-4-2021;6.61;1.48;17.41;146.23;84.27;5.48;28.37;sugar beet;0.59;low;peat;confined;9.47;80.41;74.42;51;72.98;18.53
9-5-2021;6.08;1.05;32.32;197.0;108.12;2.41;37.97;maize;3.58;high;peat;confined;7.44;85.56;93.59;49;56.16;9.27
14-6-2020;5.37;1.41;23.33;305.16;114.34;7.82;11.11;grass;1.62;medium;sand;unconfined;7.77;95.57;87.59;24;63.94;26.62
3-2-2024;5.39;0.73;37.66;173.88;50.78;5.63;26.18;sugar beet;4.8;low;loess;unconfined;2.13;95.42;57.55;0;76.27;19.83
2-4-2022;6.05;1.15;23.7;94.0;148.94;5.57;12.32;potatoes;4.53;low;peat;unconfined;6.81;148.85;75.23;10;47.2;11.91
25-9-2024;5.75;1.03;35.14;224.45;94.76;4.65;19.06;potatoes;2.39;medium;clay;unconfined;6.28;97.3;129.86;27;55.16;12.85
30-11-2023;5.83;1.25;25.63;159.31;116.79;2.11;83.59;wheat;3.95;medium;clay;unconfined;3.15;62.58;132.92;37;88.16;7.05
2-3-2021;6.51;0.93;61.1;255.56;103.9;5.18;42.0;sugar beet;0.37;low;clay;unconfined;4.68;95.97;95.96;19;56.31;25.51
18-5-2023;6.37;1.14;41.63;124.7;83.6;6.5;14.52;grass;3.91;low;peat;unconfined;7.26;88.42;49.12;24;70.74;6.39
1-1-2022;6.69;1.33;19.94;214.1;136.47;4.69;58.37;potatoes;2.24;low;loess;confined;5.8;102.64;72.44;55;55.33;14.86
24-1-2022;5.5;0.8;56.82;149.99;103.25;7.14;55.8;grass;0.47;medium;sand;unconfined;2.59;101.46;72.76;59;98.26;25.94
30-12-2020;5.83;1.07;20.83;282.84;102.93;4.88;53.86;sugar beet;1.39;low;loess;unconfined;1.4;124.12;61.75;7;93.0;14.9
7-4-2024;6.38;0.43;8.72;135.92;0.45;6.39;32.54;potatoes;1.5;medium;sand;unconfined;1.98;77.52;43.48;5;61.79;8.25
2-7-2022;6.22;1.21;39.94;300.08;132.8;4.78;62.45;wheat;3.58;low;clay;unconfined;9.69;109.02;96.21;17;83.62;25.98
23-9-2024;6.77;1.59;78.15;171.99;93.18;5.76;28.04;potatoes;3.93;medium;clay;confined;1.5;86.75;79.11;28;62.21;23.2
9-12-2020;6.21;0.63;3.45;192.35;130.2;6.74;65.87;wheat;2.67;medium;loess;confined;4.15;156.14;73.88;20;88.38;14.13
22-6-2022;6.92;0.97;13.38;235.02;165.8;2.84;67.69;sugar beet;1.65;low;loess;confined;5.64;85.43;63.9;27;72.62;17.62
21-6-2021;6.27;1.26;55.05;110.61;132.93;6.29;48.72;maize;2.04;high;loess;unconfined;4.44;133.03;52.15;45;56.97;2.24
10-12-2023;6.53;1.01;27.15;198.45;102.17;7.11;20.71;sugar beet;3.12;low;clay;unconfined;0.89;107.23;85.26;21;83.91;4.45
20-6-2021;5.84;1.05;52.24;135.36;88.54;9.38;66.05;wheat;3.16;low;peat;confined;6.22;58.02;54.41;0;78.54;10.76
28-4-2020;6.01;0.88;23.25;157.56;201.03;5.14;38.33;grass;0.91;medium;peat;unconfined;3.11;76.64;55.82;18;63.86;20.45
15-7-2022;6.46;0.87;42.84;154.15;119.34;0.8;55.49;potatoes;2.5;low;sand;unconfined;7.77;117.08;89.5;31;53.91;17.34
28-7-2022;6.81;0.97;74.89;178.62;108.39;1.44;63.82;potatoes;2.84;low;sand;confined;6.28;93.62;113.75;19;67.57;20.01
27-9-2024;6.36;1.01;16.11;176.51;92.68;3.23;33.81;wheat;3.75;low;loess;unconfined;9.46;92.46;38.23;9;70.05;16.45
15-2-2021;5.96;0.65;60.48;121.24;64.14;7.56;92.91;potatoes;2.34;low;clay;confined;1.4;93.05;72.67;27;58.22;17.21
13-12-2023;6.69;0.98;53.59;156.24;21.97;9.39;49.12;wheat;4.68;medium;peat;unconfined;5.33;30.6;55.55;4;54.0;20.39
30-5-2020;4.9;1.47;10.22;33.28;160.85;4.19;36.59;grass;3.33;high;clay;unconfined;9.43;55.27;110.85;17;66.51;12.4
9-8-2024;5.29;0.87;51.18;199.51;68.82;5.11;69.99;maize;3.61;low;peat;unconfined;4.9;128.67;74.24;32;40.1;14.68
22-4-2021;6.34;0.63;41.46;234.7;92.39;-0.16;81.0;sugar beet;2.93;medium;loess;unconfined;3.26;65.59;56.36;15;73.04;20.9
20-10-2022;6.01;0.95;41.82;159.53;95.76;6.3;8.67;grass;4.23;low;clay;confined;8.43;98.55;134.26;40;65.36;19.84
23-12-2022;6.3;0.79;46.73;69.7;157.32;5.27;22.38;grass;1.8;low;sand;unconfined;0.72;114.62;85.92;39;46.49;13.91
4-2-2021;6.03;0.6;32.99;187.15;69.35;4.5;34.49;potatoes;0.16;low;sand;unconfined;6.65;103.9;87.4;8;57.94;17.56
12-12-2024;6.29;1.04;41.4;111.81;110.29;3.07;92.27;potatoes;0.57;medium;sand;unconfined;2.7;135.42;92.78;30;69.3;10.09
3-5-2021;5.59;0.79;44.83;159.12;120.49;4.3;40.42;maize;2.14;high;loess;unconfined;1.59;40.52;109.77;41;60.23;9.57
2-10-2022;6.29;0.81;54.92;184.28;44.62;2.31;80.42;wheat;1.96;low;peat;unconfined;9.39;116.45;38.04;8;67.07;11.93
21-10-2023;6.5;1.05;9.46;177.32;40.86;3.28;54.4;wheat;2.24;low;peat;unconfined;7.45;113.52;87.27;27;80.2;16.82
15-11-2023;6.61;0.54;65.82;204.04;71.4;2.46;20.99;grass;2.69;low;loess;unconfined;8.77;125.29;71.17;27;63.71;16.87
26-6-2021;7.01;0.48;16.89;157.32;109.75;2.97;67.61;grass;2.04;low;peat;unconfined;5.37;98.5;54.57;36;87.75;10.32
19-4-2023;6.12;1.2;55.23;158.67;104.66;2.69;56.34;potatoes;0.23;medium;loess;unconfined;2.58;64.82;48.62;12;66.01;16.56
22-3-2022;6.14;0.42;41.59;186.84;95.24;6.15;32.75;wheat;4.0;high;sand;confined;5.8;143.35;57.02;37;78.18;15.1
6-10-2021;5.24;0.71;14.38;146.43;126.1;2.7;36.78;maize;4.67;low;sand;unconfined;9.69;123.79;57.39;2;82.41;3.22
14-9-2023;5.73;0.46;50.56;115.6;65.73;4.9;29.01;grass;2.9;low;sand;unconfined;1.86;113.07;108.03;36;60.65;15.79
13-12-2021;5.9;0.85;21.09;172.6;93.18;2.82;37.51;potatoes;2.34;medium;clay;confined;8.98;135.59;56.24;40;94.65;13.55
30-6-2021;6.53;1.13;61.38;93.56;95.46;2.89;63.17;sugar beet;0.57;low;loess;unconfined;4.47;130.85;61.08;36;71.58;17.13
22-6-2023;5.69;1.03;25.78;145.96;66.81;2.82;31.93;sugar beet;4.62;medium;peat;confined;4.39;124.94;63.46;32;50.23;11.72
31-1-2024;6.4;1.72;10.1;81.11;192.07;6.96;51.69;sugar beet;1.81;low;clay;unconfined;4.81;95.16;76.31;37;56.33;11.07
26-1-2023;6.0;1.33;70.68;122.26;13.58;4.63;56.28;sugar beet;3.88;medium;sand;confined;8.52;114.59;58.14;5;57.72;13.53
8-7-2020;5.91;0.72;43.63;124.33;149.63;3.51;48.91;grass;0.97;medium;clay;confined;5.8;86.43;97.79;32;65.07;22.13
8-6-2024;6.12;0.64;57.34;100.79;132.0;2.99;17.69;wheat;4.54;high;peat;unconfined;7.51;55.11;60.54;13;63.87;13.43
25-8-2020;5.8;1.81;22.97;205.03;132.33;2.31;64.98;wheat;3.56;low;loess;confined;5.98;129.66;127.3;21;46.17;16.8
29-12-2022;5.79;1.32;2.16;200.9;103.83;3.56;26.69;wheat;1.57;low;sand;unconfined;1.15;153.6;104.54;31;70.66;21.28
8-6-2020;5.15;1.18;73.5;215.7;153.34;2.13;38.5;maize;3.79;low;sand;unconfined;6.73;67.47;78.61;46;88.98;20.69
17-4-2020;5.88;1.02;39.87;140.61;82.07;4.13;40.8;maize;1.52;low;loess;unconfined;2.79;37.43;67.65;34;78.54;14.5
11-2-2021;5.76;1.08;49.83;128.32;115.7;3.58;49.36;wheat;1.07;high;loess;confined;0.93;63.84;75.26;48;83.73;10.35
19-11-2022;5.74;0.56;53.13;190.18;102.93;3.44;51.92;grass;4.04;low;peat;unconfined;1.78;115.9;117.85;51;54.32;11.62
15-7-2024;6.21;1.05;33.29;156.42;90.71;7.48;63.72;sugar beet;4.65;low;loess;confined;6.34;105.64;77.61;48;57.58;11.06
13-5-2022;6.33;1.02;44.52;156.18;104.87;4.51;43.76;sugar beet;0.26;low;peat;unconfined;7.91;120.6;94.92;2;55.21;10.44
31-1-2022;6.12;0.73;71.88;22.81;62.05;4.64;25.66;wheat;0.44;high;clay;unconfined;3.35;96.65;138.63;12;77.61;15.73
30-6-2022;6.5;0.84;39.35;187.83;73.44;7.56;71.74;potatoes;4.43;medium;clay;confined;4.4;148.68;85.13;13;43.5;18.54
23-3-2021;6.29;1.45;58.84;181.2;163.21;2.28;41.98;grass;4.74;medium;sand;confined;4.15;97.26;91.89;43;91.71;12.83
7-10-2022;5.85;0.96;0.18;149.73;215.26;4.03;46.3;potatoes;3.53;low;loess;unconfined;4.82;124.36;104.98;0;44.65;6.71
2-8-2024;5.77;1.62;62.48;190.79;120.8;1.9;29.98;potatoes;2.15;medium;loess;unconfined;4.79;92.28;67.66;36;38.69;19.67
23-10-2020;6.16;0.48;9.56;180.09;133.34;5.14;32.69;grass;2.59;medium;peat;unconfined;0.14;58.02;113.84;2;49.65;19.54
9-11-2024;6.29;0.84;60.19;115.17;110.08;6.21;78.85;grass;1.85;low;sand;confined;8.49;104.28;66.96;44;62.72;11.02
2-9-2024;6.7;0.54;47.81;139.01;118.2;0.15;22.5;maize;4.72;low;peat;unconfined;3.84;52.05;70.98;42;43.29;18.15
11-5-2022;6.6;0.64;38.08;99.61;121.75;6.72;25.46;maize;3.41;low;clay;unconfined;7.04;87.77;48.5;42;41.55;22.23
31-1-2023;5.73;0.75;38.01;223.11;141.42;5.62;40.75;sugar beet;4.74;medium;clay;unconfined;0.79;79.33;53.97;19;81.7;25.36
9-9-2021;5.95;1.09;34.95;198.86;161.48;5.07;56.36;maize;4.52;low;sand;unconfined;9.04;73.17;121.27;34;59.9;26.92
20-10-2023;6.34;1.08;23.59;109.3;64.62;2.52;30.65;potatoes;3.43;low;loess;unconfined;8.25;94.22;102.39;20;46.97;13.97
20-3-2021;6.53;0.8;35.88;180.94;213.11;6.54;18.44;grass;1.17;medium;sand;unconfined;6.65;111.66;43.11;34;64.94;12.62
31-10-2024;6.47;0.33;84.16;163.93;105.53;8.37;25.59;sugar beet;2.25;low;loess;unconfined;0.33;86.4;81.1;11;55.36;21.78
27-9-2023;5.97;1.44;66.05;115.7;105.54;4.19;41.68;maize;3.37;medium;peat;confined;8.59;79.73;62.21;43;76.58;13.93
7-9-2020;5.37;0.91;22.58;156.22;83.48;4.37;29.99;sugar beet;2.34;medium;loess;unconfined;7.27;106.31;75.83;10;75.14;12.86
14-4-2020;5.5;0.67;45.35;192.92;83.64;5.05;94.47;wheat;2.21;low;sand;unconfined;9.47;80.62;127.3;9;81.48;16.39
29-12-2023;6.14;1.08;41.92;197.0;124.65;4.2;89.64;maize;2.12;medium;peat;confined;8.3;61.65;75.62;35;82.47;27.32
28-12-2022;6.17;1.06;37.15;266.6;125.49;4.64;73.31;sugar beet;0.89;low;peat;unconfined;9.53;101.23;87.17;13;53.02;21.41
29-4-2022;5.45;0.9;19.94;154.71;122.61;7.06;57.53;grass;1.93;medium;peat;confined;4.63;154.86;135.05;9;52.75;11.55
20-8-2023;6.02;1.04;48.92;138.11;81.81;4.87;57.57;potatoes;4.94;low;sand;unconfined;8.32;72.5;111.3;8;62.9;17.85
18-12-2021;6.32;0.65;56.92;178.11;-8.05;5.58;76.44;grass;1.28;medium;sand;unconfined;5.37;147.97;59.83;26;57.78;15.63
1-10-2024;5.42;1.23;23.32;140.85;28.18;9.07;52.62;wheat;1.55;medium;sand;unconfined;9.65;62.87;94.25;35;57.45;11.08
4-4-2022;6.55;0.7;79.11;120.75;100.53;7.93;33.53;maize;4.82;medium;loess;unconfined;0.44;83.65;77.53;55;57.56;14.29
21-3-2021;5.81;0.82;70.44;103.71;113.44;2.91;92.46;wheat;2.56;low;sand;unconfined;2.84;90.14;82.21;50;59.53;15.71
17-11-2023;6.63;1.19;50.96;-21.38;83.21;8.49;61.5;potatoes;3.86;medium;peat;unconfined;0.59;74.54;110.06;24;70.07;11.53
14-4-2022;5.73;1.36;15.37;186.74;72.28;7.75;79.06;maize;1.23;medium;sand;unconfined;4.78;75.72;92.34;51;82.33;7.79
29-8-2023;5.49;1.48;48.03;68.1;111.87;7.99;86.24;maize;2.01;low;clay;unconfined;7.71;87.73;98.38;7;84.88;17.03
23-10-2020;5.77;1.32;45.64;106.01;95.69;3.75;14.56;potatoes;3.11;medium;peat;unconfined;6.0;73.73;59.84;25;56.12;9.13
21-7-2024;5.95;0.9;50.26;164.62;80.94;5.42;32.72;wheat;1.25;low;peat;confined;7.86;74.84;111.54;7;86.02;15.52
6-5-2020;5.81;0.54;71.81;133.92;35.38;4.22;45.93;grass;1.92;low;sand;unconfined;5.26;144.05;68.88;1;91.92;16.39
14-4-2022;5.89;1.42;36.48;257.46;66.24;5.24;60.02;potatoes;2.38;medium;clay;unconfined;0.63;116.0;78.0;25;46.72;17.5
7-11-2021;6.17;1.41;80.96;74.54;137.3;8.5;68.33;sugar beet;4.21;high;clay;confined;8.47;116.42;80.64;43;82.16;15.43
16-9-2023;5.91;0.8;48.13;261.94;61.49;5.28;48.74;grass;3.46;high;sand;unconfined;5.23;119.64;56.12;18;68.28;15.46
14-9-2024;5.97;1.28;34.19;219.03;126.55;1.56;75.86;maize;4.58;low;loess;unconfined;7.24;135.22;73.04;48;46.91;19.98
28-2-2023;5.15;0.9;87.99;195.45;155.46;4.25;62.19;potatoes;4.83;medium;peat;confined;3.01;69.63;102.38;22;74.38;29.15
27-6-2022;6.2;1.45;56.6;221.97;68.36;3.69;61.94;potatoes;2.36;low;loess;unconfined;9.97;110.01;54.69;38;86.87;11.18
1-9-2020;5.96;0.85;30.91;170.23;82.21;8.58;44.46;sugar beet;2.1;low;loess;unconfined;3.96;88.46;44.81;54;72.96;17.63
30-3-2020;6.81;1.59;41.68;64.84;139.49;3.37;56.32;wheat;2.8;low;loess;unconfined;8.98;53.56;48.79;46;63.53;9.61
8-12-2020;5.53;1.24;52.7;175.74;149.31;4.19;56.18;sugar beet;4.49;medium;clay;unconfined;1.86;159.09;92.33;27;69.53;19.65
12-9-2021;5.1;1.54;36.98;75.97;74.21;4.25;69.26;sugar beet;0.1;low;loess;unconfined;6.86;62.59;132.48;17;95.67;8.17
7-8-2022;6.31;0.86;42.68;123.58;35.15;8.2;23.65;wheat;1.16;low;sand;unconfined;4.88;76.77;37.96;5;68.98;11.16
26-6-2024;6.17;1.12;23.66;146.1;150.2;6.92;64.04;maize;4.19;low;loess;unconfined;9.79;74.49;71.99;6;71.34;8.53
26-2-2020;5.5;0.71;6.3;104.45;123.35;6.14;17.07;potatoes;2.61;low;peat;unconfined;6.78;111.67;92.03;51;60.54;18.62
9-9-2024;5.24;1.25;42.13;197.3;116.03;5.47;32.93;grass;4.17;low;peat;confined;2.23;81.23;72.08;0;90.94;10.22
11-2-2021;6.77;1.27;42.8;139.31;136.62;5.43;62.15;maize;3.26;medium;peat;confined;3.61;94.28;70.41;2;46.61;15.4
21-4-2023;6.71;1.72;50.54;170.47;52.6;5.15;33.24;maize;4.07;low;peat;confined;5.24;83.94;68.19;26;82.51;8.88
2-4-2022;4.76;1.14;28.48;149.53;115.65;9.11;50.55;maize;2.09;low;sand;confined;8.72;125.6;89.1;24;47.8;15.89
2-6-2020;5.77;1.22;13.19;156.31;88.59;2.47;31.57;grass;0.05;medium;clay;unconfined;5.11;101.03;81.48;54;74.79;2.81
25-12-2024;6.83;0.86;20.69;105.66;124.11;-0.53;61.99;potatoes;3.37;low;peat;unconfined;0.9;115.56;103.73;32;63.27;12.84
14-6-2021;5.76;1.16;61.11;91.3;131.96;5.89;50.95;maize;2.49;low;clay;unconfined;1.5;87.52;127.41;47;51.01;11.94
12-11-2022;5.75;0.89;26.67;142.31;139.06;7.81;49.51;sugar beet;4.92;medium;clay;unconfined;4.62;102.65;92.19;40;92.94;12.37
13-11-2020;5.86;1.03;31.16;101.69;123.94;5.37;71.99;grass;0.6;low;clay;unconfined;1.41;104.11;98.07;11;68.29;13.64
4-7-2022;5.44;1.05;33.75;219.68;110.03;1.04;58.34;wheat;3.1;low;sand;confined;4.23;84.84;120.28;36;44.03;20.61
23-11-2021;5.15;0.89;27.61;81.18;111.37;6.49;59.87;potatoes;1.51;low;sand;unconfined;3.12;122.54;45.16;51;67.08;14.39
3-2-2023;6.53;1.02;26.14;266.85;114.67;2.87;72.18;sugar beet;2.51;medium;peat;confined;0.36;133.76;79.93;26;38.58;14.29
2-10-2023;5.08;0.89;22.58;165.1;75.03;2.43;74.24;grass;0.37;medium;sand;confined;9.76;104.48;57.71;52;58.52;16.75
28-6-2024;6.12;0.89;68.01;153.47;85.18;3.04;31.0;grass;4.31;high;clay;unconfined;7.57;110.56;95.49;10;83.84;17.71
14-9-2021;6.44;1.32;53.6;122.99;116.09;1.78;64.74;wheat;4.46;low;sand;unconfined;6.08;73.31;87.74;31;62.81;21.06
23-12-2021;5.27;1.05;64.96;182.85;126.02;5.41;58.67;grass;2.46;low;loess;confined;3.0;21.94;111.67;0;51.9;15.0
12-5-2023;5.54;1.1;68.99;139.79;73.96;3.7;76.24;potatoes;0.42;low;clay;unconfined;1.67;152.31;75.36;41;60.96;14.12
13-12-2022;6.61;0.56;0.0;165.02;56.93;2.34;24.26;sugar beet;2.91;low;peat;confined;4.04;105.42;62.69;23;78.65;5.61
19-6-2023;6.27;1.13;46.87;192.09;32.99;9.76;36.19;grass;1.43;low;peat;unconfined;0.22;82.43;104.85;47;82.64;18.07
29-4-2021;5.69;1.16;28.28;183.47;49.55;3.94;46.06;wheat;0.12;medium;peat;unconfined;5.49;129.16;102.68;14;67.79;17.25
28-9-2023;6.6;0.88;62.34;211.99;78.42;5.1;78.05;potatoes;4.15;low;sand;unconfined;0.13;80.32;91.54;17;59.96;23.56
11-3-2024;6.6;1.63;25.17;176.89;82.14;8.11;44.26;grass;0.65;low;clay;unconfined;3.02;82.34;61.43;36;73.24;14.9
17-4-2024;6.13;0.31;18.92;102.44;88.69;6.35;49.17;maize;4.63;low;loess;unconfined;1.76;69.85;69.01;22;54.11;9.63
2-7-2023;5.55;1.24;11.32;46.01;51.8;8.82;36.32;maize;3.32;low;loess;unconfined;8.86;108.73;75.88;41;76.65;10.79
21-2-2022;5.79;1.21;33.95;160.55;27.5;3.61;65.68;wheat;0.72;low;loess;unconfined;8.63;90.44;30.24;27;53.3;6.85
6-7-2022;6.14;1.16;58.3;161.27;105.06;7.09;63.53;maize;1.33;low;clay;unconfined;7.81;94.42;44.56;51;54.01;10.85
13-10-2022;5.91;1.05;45.12;246.3;105.08;5.98;39.12;maize;4.88;medium;sand;confined;7.28;103.83;92.78;32;73.98;24.01
11-9-2024;6.47;1.17;15.95;144.21;124.85;6.99;29.1;potatoes;3.24;medium;sand;unconfined;7.88;103.19;111.38;17;81.8;3.94
13-6-2022;5.24;1.26;83.05;168.72;132.6;6.69;65.44;potatoes;2.41;low;clay;unconfined;1.2;15.64;71.51;48;62.21;29.98
14-8-2024;5.25;0.78;52.99;188.86;115.69;3.46;60.18;sugar beet;4.77;low;sand;unconfined;7.47;145.21;48.47;43;90.97;18.64
20-12-2022;6.09;1.09;55.55;175.67;104.59;10.65;36.73;sugar beet;0.15;medium;sand;unconfined;8.5;129.04;97.79;0;84.37;27.62
25-10-2021;5.75;0.95;65.7;192.2;135.04;0.48;63.88;sugar beet;1.92;low;sand;unconfined;2.63;88.59;48.14;38;65.48;16.53
7-4-2024;5.69;0.67;7.2;109.09;156.96;3.27;62.79;potatoes;4.09;low;peat;unconfined;6.01;73.74;57.22;59;61.87;8.35
29-9-2023;5.12;1.22;21.77;101.18;72.93;6.36;74.6;potatoes;4.78;low;clay;unconfined;5.63;39.13;84.37;52;72.22;12.25
23-6-2024;6.01;0.83;56.46;135.97;130.81;5.58;66.94;potatoes;3.92;low;clay;unconfined;2.5;93.47;69.48;32;55.31;9.21
29-9-2021;5.97;0.55;23.79;41.3;75.03;5.27;43.22;maize;3.19;low;peat;unconfined;0.49;111.63;70.29;19;98.68;3.86
30-10-2022;6.33;0.84;34.5;148.02;108.76;6.43;34.76;sugar beet;0.64;low;loess;unconfined;9.03;130.08;71.43;8;75.81;10.06
1-7-2024;6.03;0.76;38.45;117.02;142.78;3.31;90.3;maize;2.68;medium;peat;unconfined;5.74;164.92;103.4;34;91.65;10.44
26-7-2024;5.93;1.31;14.45;166.11;89.05;6.68;39.72;sugar beet;2.87;low;loess;unconfined;4.6;63.77;102.72;27;57.19;15.41
10-11-2021;6.59;1.05;32.78;136.75;61.92;4.74;13.31;wheat;4.14;low;peat;unconfined;8.66;112.47;57.52;41;93.78;6.31
11-5-2021;5.34;1.41;58.29;99.23;81.63;7.8;25.84;maize;3.35;medium;loess;unconfined;7.22;123.86;54.91;14;69.51;15.04
10-1-2022;6.27;0.8;54.59;215.54;61.88;4.39;9.45;sugar beet;4.23;low;loess;unconfined;1.83;88.19;61.07;55;85.99;24.68
5-12-2022;5.16;1.26;62.26;154.13;57.03;5.94;74.43;grass;2.9;low;peat;confined;5.02;130.56;95.14;41;86.05;17.31
30-8-2023;5.58;1.85;60.2;193.14;148.26;6.27;86.43;wheat;0.68;low;peat;unconfined;6.44;76.04;53.75;18;90.89;20.11
2-7-2022;5.39;1.11;48.12;159.18;121.29;6.81;55.0;maize;3.75;low;peat;unconfined;7.11;107.99;49.05;52;82.31;11.72
10-3-2020;6.39;1.26;46.53;173.2;71.22;5.07;17.93;maize;3.18;low;loess;unconfined;6.12;89.47;71.62;19;67.78;6.57
28-2-2021;5.97;1.21;45.07;81.95;60.62;4.43;74.03;grass;1.74;low;sand;unconfined;4.85;65.45;61.0;7;78.39;13.27
8-6-2021;5.99;0.57;27.46;213.91;63.38;3.45;59.32;potatoes;4.1;medium;peat;unconfined;0.15;84.53;85.86;44;63.78;17.7
2-3-2021;5.45;1.18;19.4;193.93;71.21;5.97;74.62;grass;4.42;low;clay;confined;3.57;93.29;80.46;51;66.49;19.99
18-7-2023;5.85;1.09;26.21;149.06;146.11;1.21;61.8;potatoes;3.67;low;clay;unconfined;5.97;78.2;99.15;52;74.18;17.26
27-7-2022;5.62;0.92;33.48;164.4;95.6;5.62;22.3;maize;2.42;high;loess;confined;4.63;80.25;121.83;5;44.1;15.31
20-6-2022;6.19;0.73;26.88;200.13;185.26;5.77;63.23;potatoes;1.55;medium;clay;unconfined;0.26;89.41;104.2;59;85.95;21.43
24-11-2023;5.5;1.21;48.28;131.4;98.41;8.75;18.9;grass;1.14;medium;clay;unconfined;0.35;130.53;76.97;57;60.77;13.61
24-10-2021;6.66;0.71;44.04;70.85;76.97;3.68;34.56;sugar beet;4.15;medium;loess;unconfined;9.47;85.19;47.57;19;49.21;1.79
17-7-2020;5.16;1.64;46.19;132.34;137.11;5.38;70.66;wheat;3.25;low;sand;confined;2.38;90.82;83.98;12;64.84;14.13
2-6-2022;5.6;1.03;47.03;157.62;33.19;5.32;69.68;maize;3.2;low;clay;unconfined;7.6;113.4;99.92;40;84.13;14.02
11-4-2021;6.84;0.63;63.91;148.38;107.54;2.79;31.12;wheat;1.0;low;loess;unconfined;6.19;107.52;48.01;0;69.29;11.2
22-11-2020;5.78;0.85;39.83;215.88;51.51;4.99;27.21;grass;2.78;low;loess;confined;7.24;112.2;98.78;28;44.98;20.64
11-11-2021;5.34;0.92;60.17;102.0;12.71;2.32;50.53;wheat;4.94;low;loess;confined;0.38;110.48;77.18;47;96.75;11.27
25-10-2022;6.11;1.72;50.33;108.34;95.29;6.93;90.06;sugar beet;2.23;low;sand;confined;1.82;33.73;120.95;15;65.03;4.48
6-8-2020;5.76;0.73;62.59;97.1;133.39;6.18;61.22;sugar beet;2.76;medium;loess;unconfined;6.34;144.83;63.3;16;47.65;9.54
8-6-2021;5.58;0.97;72.29;171.44;108.56;5.86;97.05;sugar beet;4.38;low;loess;unconfined;0.99;105.39;139.78;47;55.07;27.65
3-6-2021;5.45;0.84;51.53;73.7;103.75;3.73;46.71;grass;4.37;high;sand;unconfined;7.67;103.38;126.36;28;42.75;14.94
6-2-2020;7.38;1.15;42.08;187.19;-3.95;7.84;67.67;sugar beet;0.33;low;sand;confined;9.82;125.84;92.23;21;82.48;9.16
30-1-2023;5.87;0.84;41.95;103.36;93.8;2.83;43.68;maize;4.51;low;clay;unconfined;5.15;31.47;66.46;1;52.12;15.76
27-11-2022;5.04;0.66;30.6;111.34;94.19;5.1;34.0;sugar beet;3.28;medium;sand;unconfined;3.87;129.14;78.1;23;54.18;12.73
23-11-2022;6.75;0.94;29.92;238.51;124.85;2.66;30.97;grass;1.71;low;clay;confined;0.71;57.76;73.15;41;109.02;25.74
7-7-2021;6.31;0.91;58.04;211.63;57.67;4.63;57.07;sugar beet;3.83;low;sand;unconfined;2.12;82.23;52.91;16;63.78;30.76
4-9-2021;5.62;0.82;20.73;155.96;133.19;7.54;75.9;wheat;2.44;low;loess;unconfined;9.91;117.7;53.31;27;61.75;9.58
